"","unodes","Division","Divisionc","Building","Buildingc","Dept","Deptc","Status","Statusc","Fulltime","Supervisor","Gender","Genderc","Race","Racec","Ageyrs","Tenureyrs","Education","Institution","GradYr","EIperc","EIfac","EIund","EImgt","EItotal","ito","jobsat","occ","oca","oc","wkinclu","flextimeh","pos","procjust","pied","satreward","satpay","satbenefit","satall","distjust","satsuper","satsocreward","sreffort","jobsearch","trustsuper","trustcowker","interperjust","srocbi","srocbo","srocb","wkfamconflict","wkfamconflictMC","famwkconflict","wkfamwkconflict","panaspos","panasneg","panascomb","agreeabl","conscient","ocbi","ocbo","ocb","efforts","absenses","knowledgeproc","knowledgejob","knowledge","performance","overallperformance","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108"
"71",220,"LEXINGTON",2,"NANDINO",7,"""General Admin""",20,"ACTIVE",1,1,1,"FEMALE",0,"White",1,43,15.0833333333333,5,"""Miami University""",1986,77.9919426577337,111.389541113547,105.507477117064,111.207948167209,103.311147009645,1.67,4.67,3.125,5,4.0625,5,4,5,5,4,4,4.6,5,4.53333333333333,3.5,5,5,5,1,4.8,4.8,4.6,5,5,5,5,2.177,1.4,3.2,4.83333333333333,2,3.41666666666667,3.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",222,"LEXINGTON",2,"NANDINO",7,"""AS Dist Direct""",38,"ACTIVE",1,1,0,"FEMALE",0,"White",1,61,1.08333333333333,2,"""na""",NA,120.650830558201,111.389541113547,70.0875149079455,85.1401371284433,100.642058150089,3.33,4,3.375,2.9,3.1375,3.14285714285714,4,3,2.33333333333333,3,3,2.2,3.5,2.9,3,3.25,3.67,4,1.125,3.4,2,2.4,4,3.25,3.625,2.5,-0.323,2,2.25,2.33333333333333,2.16666666666667,2.25,3.33333333333333,4.6,3.5,3.5,3.5,4,2,4,4,4,4,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",229,"LEXINGTON",2,"CREATIVEDR",8,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"MALE",1,"White",1,31,6.41666666666667,2,"""na""",NA,81.4743008536902,111.389541113547,96.351296409945,62.7141526318578,84.2763290901798,5,3.67,2.75,1.6,2.175,3.42857142857143,1,1.66666666666667,2.5,3.33333333333333,1,1,2.5,1.5,1,4.75,4,5,2.125,3.2,3,3.8,4.75,4,4.375,4,1.177,2,3,3.25,2.58333333333333,2.91666666666667,2.7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",238,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"FEMALE",0,"White",1,53,11.9166666666667,2,"""na""",NA,108.984930601747,98.1178300702189,105.507477117064,92.8071403751392,102.889711926557,1.33,3.33,3.25,3.2,3.225,3.71428571428571,4,2.5,2.5,3.66666666666667,2,1.8,4.5,2.76666666666667,1,3.5,4,4,1.125,4,4.4,3.4,3.25,3.25,3.25,1.25,-1.573,1,1.125,2.16666666666667,1.91666666666667,2.04166666666667,3.5,4.1,3.5,3.25,3.38,4,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",245,"LEXINGTON",2,"CREATIVEDR",8,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"MALE",1,"White",1,22,1.08333333333333,2,"""Adult Education""",2005,120.650830558201,97.5145704773404,81.6532168537802,57.7306005215055,87.5073313938528,5,1.33,1.5,1.3,1.4,3.71428571428571,4,1.33333333333333,2.5,4,1,1,3.5,1.83333333333333,2,2.5,3,4.25,4.375,2.2,2.8,2.6,3.5,2.75,3.125,2.5,-0.323,2,2.25,1.58333333333333,3.41666666666667,2.5,3.9,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",246,"LEXINGTON",2,"NANDINO",7,"""Sales Life Sciences""",48,"ACTIVE",1,1,0,"FEMALE",0,"White",1,33,4.33333333333333,6,"""Asbury theological seminary""",2001,95.2296157277185,90.5770851592372,114.663657824183,110.249572761372,102.889711926557,2.33,4,3.625,3.2,3.4125,4.85714285714286,3,4.16666666666667,4.25,4,3,2.6,5,3.53333333333333,2.5,5,5,4.75,1,5,4,5,4.5,4,4.25,2.75,-0.073,2,2.375,3.5,2.33333333333333,2.91666666666667,4.4,3.8,5,4.25,4.63,5,2,4,5,4.5,5,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",256,"LEXINGTON",2,"NANDINO",7,"""AS Dist Direct""",38,"ACTIVE",1,1,0,"MALE",1,"White",1,24,2.25,4,"""Bluegrass Community and Technical College""",2007,109.681402240938,111.389541113547,99.4836740202752,98.3657177289938,109.632673255962,4,4,3,2,2.5,3.57142857142857,5,2.83333333333333,3.5,3,4,4,3.5,3.83333333333333,4,3,4,4.75,3.5,2.4,2.4,3.2,4,4,4,2,-0.823,2,2,3.91666666666667,2.58333333333333,3.25,4.3,4.4,2.5,3.75,3.13,4,3,4,4,4,4,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",257,"LEXINGTON",2,"NANDINO",7,"""Sales Ideal OTC""",46,"ACTIVE",1,1,0,"MALE",1,"White",1,41,2.33333333333333,5,"""Purdue University""",1988,99.756681382462,112.596060299304,96.351296409945,98.3657177289938,105.277844064055,2.67,4,2.875,3.1,2.9875,3.14285714285714,3,3.83333333333333,2.75,3.66666666666667,2,2.4,3,2.46666666666667,2,5,5,5,1.25,3,3.6,3.6,4.25,4.75,4.5,3.5,0.677,2.2,2.85,4.08333333333333,1.75,2.91666666666667,3.9,4.6,4.75,4.75,4.75,5,1,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",267,"LEXINGTON",2,"NANDINO",7,"""Diag Indirect Labor """,40,"ACTIVE",1,1,1,"MALE",1,"White",1,51,12.75,6,"""'Texas A&M University""",1981,91.747257531762,116.517247653014,94.4236794189726,110.249572761372,107.665976201552,2.33,4.33,3.25,4.2,3.725,4.28571428571429,3,3.83333333333333,4.5,3.33333333333333,2,3.8,3,2.93333333333333,4,4,4,4.25,1,4,4,4.4,3.5,4.25,3.875,4,1.177,2,3,4.08333333333333,3.08333333333333,3.58333333333333,3.8,3.2,4.25,4.25,4.25,5,1,4,5,4.5,5,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",273,"LEXINGTON",2,"NANDINO",7,"""AS Dist Direct""",38,"ACTIVE",1,1,0,"FEMALE",0,"White",1,32,0.333333333333333,3,"""KY Votech (Cynthiana)""",1994,109.681402240938,NA,NA,NA,56.6723311479297,2.67,4.67,3.75,2,2.875,3.57142857142857,3,1.5,2.75,2,2,2,2.5,2.16666666666667,4,3.5,2.33,4.75,1.125,3.8,2,4.2,3.5,4,3.75,3.75,0.927,2.8,3.275,3.91666666666667,2.25,3.08333333333333,4.2,3.7,3.25,2.75,3,3,3,3,4,3.5,4,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",275,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"MALE",1,"White",1,33,4.33333333333333,5,"""Eastern KY University""",2002,109.681402240938,72.9317420675398,105.507477117064,57.9222756026729,78.6571946490093,3.67,3.33,3.25,2.3,2.775,2.57142857142857,4,2.33333333333333,2,2.66666666666667,2,2,3.5,2.5,2,3.75,2.33,5,3.25,3.8,2.4,4.2,4.5,3.5,4,4,1.177,2,3,3.25,3.58333333333333,3.41666666666667,2.2,4.1,3.5,3.25,3.38,5,1,4,4,4,4,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",276,"LEXINGTON",2,"NANDINO",7,"""Sales Ethical""",44,"ACTIVE",1,1,0,"MALE",1,"White",1,38,5.83333333333333,5,"""University of Kentucky""",2001,99.756681382462,74.1382612532969,99.4836740202752,107.949471787364,91.7919214052453,3.33,4,3.375,3.5,3.4375,2.57142857142857,4,3,3.25,3.33333333333333,3,3.2,4,3.4,4,3.25,3,4,1.125,3.8,3.4,3.6,4,4,4,3.25,0.427,2.6,2.925,3.41666666666667,2,2.70833333333333,3.8,3.6,3.5,3.25,3.38,4,1,4,4,4,4,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",291,"LEXINGTON",2,"NANDINO",7,"""AS Dist Direct""",38,"ACTIVE",1,2,0,"FEMALE",0,"White",1,58,0.333333333333333,3,"""na""",NA,120.650830558201,124.661252156875,114.663657824183,105.457695732187,127.262707565134,2.33,5,3.875,3.4,3.6375,3.57142857142857,5,3.5,3.25,3,3,3.4,3,3.13333333333333,4,4.75,4.67,4.25,1,4.4,3.6,4.2,3.5,3.75,3.625,1,-1.823,1,1,3.83333333333333,1.66666666666667,2.75,4.8,4.1,4,3.75,3.88,4,3,4,4,4,5,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",298,"LEXINGTON",2,"NANDINO",7,"""Accounting""",1,"ACTIVE",1,1,1,"MALE",1,"White",1,34,0.166666666666667,5,"""University of Kentucky""",1996,82.1707724928815,75.344780439054,114.663657824183,62.9058277130252,73.178538568868,3,4,2.875,3.7,3.2875,4,3,3.8,3.75,3.66666666666667,4,3.6,3.5,3.7,4,4.25,4.67,4,1.125,4,4,4,3.75,3.5,3.625,3.75,0.927,2.2,2.975,3.83333333333333,2.83333333333333,3.33333333333333,4.3,3.5,4.75,3.25,4,5,1,2,4,3,4,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",300,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"FEMALE",0,"White",1,55,6.5,2,"""na""",NA,111.248463429119,111.389541113547,70.5694191556886,110.249572761372,106.190953410745,3,4,3.5,2.8,3.15,3.57142857142857,1,3,3.5,1.33333333333333,3,2.2,4.5,3.23333333333333,3,4,4,4,1.4,3,3.4,3.6,3.5,3.25,3.375,2,-0.823,2,2,3.33333333333333,2.25,2.79166666666667,3.7,4.9,3.5,3,3.25,4,2,4,4,4,4,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",302,"LEXINGTON",2,"NANDINO",7,"""Sales Ideal OTC""",46,"ACTIVE",1,1,0,"FEMALE",0,"White",1,28,2.41666666666667,3,"""na""",NA,82.5190083124772,124.661252156875,89.3636848176699,111.207948167209,106.612388493833,4.67,3.33,4,3.1,3.55,2.85714285714286,3,3.16666666666667,2.75,3.33333333333333,2,1.4,3,2.13333333333333,2,4,4,5,3.125,3,3.8,3,4.5,3.25,3.875,4.25,1.427,1.2,2.725,3.25,2.33333333333333,2.79166666666667,2.7,4.3,4,4,4,4,2,4,4,4,4,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",304,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"MALE",1,"White",1,25,0.25,2,"""na""",NA,92.4437291709533,116.517247653014,99.4836740202752,79.0065345310866,97.9729692905329,1.67,5,3.25,3.7,3.475,4,4,3.66666666666667,3.75,3.66666666666667,5,3.8,4,4.26666666666667,4.5,3,4.33,4.5,1,3.4,3,4,4,4,4,1.5,-1.323,1,1.25,4,1.83333333333333,2.91666666666667,4.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",306,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"MALE",1,"White",1,44,13.1666666666667,2,"""na""",NA,98.1896201942816,86.8067127037463,114.663657824183,107.949471787364,101.484928316264,2,4.33,4,3.4,3.7,3.71428571428571,2,3.33333333333333,3.75,4,3,2.2,4,3.06666666666667,2.5,4.75,4.67,4.75,1.625,4.4,4.4,4.8,4,3.5,3.75,1,-1.823,1,1,3.63636363636364,2.16666666666667,2.90151515151515,4.3,4.8,2.75,2.75,2.75,4,1,4,5,4.5,5,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",312,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"FEMALE",0,"White",1,32,5.25,2,"""na""",NA,109.681402240938,88.0132318895034,114.663657824183,111.207948167209,107.876693743096,3.67,4,3,3.1,3.05,3.71428571428571,1,2.33333333333333,3,2.66666666666667,1,1.4,3,1.8,1,4,3.33,4.25,3.75,4.4,4,4.6,3.75,3.5,3.625,3.75,0.927,3.75,3.75,4.08333333333333,1.83333333333333,2.95833333333333,4.8,5,4,4,4,4,3,4,4,4,5,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",319,"LEXINGTON",2,"NANDINO",7,"""General Sales & Mktg""",41,"ACTIVE",1,1,0,"FEMALE",0,"White",1,28,0.833333333333333,4,"""Lexington Community College""",2001,91.9213754415598,98.1178300702189,89.3636848176699,107.949471787364,96.8491424022988,3,4,3.125,2.6,2.8625,3.71428571428571,4,3.16666666666667,3,3.33333333333333,1,1.2,5,2.4,2,2.5,4,4.5,1,1,3.4,2.6,3.5,3.5,3.5,1.5,-1.323,1,1.25,3.5,2.58333333333333,3.04166666666667,4.3,3.8,4.5,4,4.25,5,1,4,5,4.5,4,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",329,"LEXINGTON",2,"NANDINO",7,"""Sales Ideal International""",45,"ACTIVE",1,1,0,"MALE",1,"White",1,23,1.25,5,"""Western Kentucky University""",2006,80.9519471242968,72.9317420675398,90.3274933131561,111.207948167209,82.1691536747409,3.67,4,2.25,2.7,2.475,3.71428571428571,3,3.16666666666667,3.25,3.33333333333333,3,2.8,4,3.26666666666667,3,3.75,4,4,1.375,3.4,3.2,3.8,3.25,2.75,3,2.75,-0.073,2,2.375,3.41666666666667,2.83333333333333,3.125,3.9,3.4,3.5,3.75,3.63,3,2,4,4,4,4,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",332,"LEXINGTON",2,"NANDINO",7,"""Sales International""",47,"ACTIVE",1,1,0,"MALE",1,"White",1,25,0.333333333333333,5,"""University of Kentucky""",2005,108.984930601747,103.245536609687,114.663657824183,111.207948167209,114.689894253015,2.33,5,2.5,3.3,2.9,4.28571428571429,4,4.16666666666667,3.5,4.33333333333333,4,3.4,4,3.8,3,5,5,4.75,1,4.8,5,5,4.5,4.5,4.5,2.25,-0.573,1.4,1.825,3.91666666666667,1.33333333333333,2.625,4.5,3.9,3.75,4,3.88,4,2,4,4,4,4,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",341,"LEXINGTON",2,"NANDINO",7,"""Sales Ethical""",44,"ACTIVE",1,1,0,"MALE",1,"White",1,32,1.16666666666667,5,"""Murray State University""",1998,120.650830558201,103.245536609687,105.507477117064,105.457695732187,114.6196550725,2.67,3.67,3.125,3.2,3.1625,3.42857142857143,4,3.5,3.25,3.66666666666667,3,3,3,3,3,4,4,4,1.625,3.8,3.2,4,4.25,3.75,4,2.75,-0.073,2.2,2.475,3.16666666666667,2.5,2.83333333333333,4.5,3.8,4,4,4,4,2,4,4,4,2,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",344,"LEXINGTON",2,"NANDINO",7,"""R&D""",28,"ACTIVE",1,1,0,"FEMALE",0,"White",1,27,0.0833333333333333,5,"""Lindsey Wilson College""",2004,109.681402240938,112.596060299304,79.2436956150646,95.8739416738176,103.381386190159,2.33,4.67,2.75,3.5,3.125,4.14285714285714,4,4,4,4,4,3.8,4,3.93333333333333,4,5,5,5,1,4.4,5,4.4,4.25,4,4.125,2,-0.823,2,2,3.75,1.5,2.625,4.8,4.6,3,3,3,2,1,2,5,3.5,4,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
