"","unodes","Division","Divisionc","Building","Buildingc","Dept","Deptc","Status","Statusc","Fulltime","Supervisor","Gender","Genderc","Race","Racec","Ageyrs","Tenureyrs","Education","Institution","GradYr","EIperc","EIfac","EIund","EImgt","EItotal","ito","jobsat","occ","oca","oc","wkinclu","flextimeh","pos","procjust","pied","satreward","satpay","satbenefit","satall","distjust","satsuper","satsocreward","sreffort","jobsearch","trustsuper","trustcowker","interperjust","srocbi","srocbo","srocb","wkfamconflict","wkfamconflictMC","famwkconflict","wkfamwkconflict","panaspos","panasneg","panascomb","agreeabl","conscient","ocbi","ocbo","ocb","efforts","absenses","knowledgeproc","knowledgejob","knowledge","performance","overallperformance","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108"
"1",9,"LEXINGTON",2,"CREATIVEDR",8,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"MALE",1,"Black",2,45,5.91666666666667,2,"""na""",NA,78.5142963871272,100.681683339953,59.4856214575971,111.207948167209,85.1191992563554,3.33,3.67,2.625,2.8,2.7125,3.57142857142857,4,2.83333333333333,3,3,2,2.4,3.5,2.63333333333333,3,3.75,4,4,2.125,3.4,3.8,4,4,3.75,3.875,2.75,-0.073,4.2,3.475,3.75,2.25,3,4.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",10,"LEXINGTON",2,"CREATIVEDR",8,"""Indirect Labor Vet""",42,"ACTIVE",1,1,0,"FEMALE",0,"White",1,20,0.666666666666667,3,"""Bluegrass Community and Technical College""",2008,108.984930601747,88.6164914823819,105.507477117064,110.249572761372,104.856408980967,5,1.67,1.125,1.2,1.1625,1.42857142857143,1,1,1.25,2,1,2.2,1,1.4,1,1,2.33,5,5,1,3,1,4.75,2.5,3.625,5,2.177,2.2,3.6,1.83333333333333,3.83333333333333,2.83333333333333,4.2,4.4,1,1.5,1.25,2,5,1,4,2.5,2,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",16,"LEXINGTON",2,"NANDINO",7,"""R&D""",28,"ACTIVE",1,1,0,"FEMALE",0,"White",1,26,2.16666666666667,5,"""University of Kentucky""",2003,111.248463429119,73.5350016604184,114.663657824183,110.249572761372,101.41468913575,3,4,2.125,2.6,2.3625,3.85714285714286,1,3.33333333333333,3.25,2.33333333333333,2,2.4,2.5,2.3,3,3.5,4,4,1.375,3.6,4,3.8,3.25,2.75,3,2,-0.823,2,2,3.5,1.83333333333333,2.66666666666667,4.8,4.5,3.5,3,3.25,4,1,4,5,4.5,5,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",20,"LEXINGTON",2,"NANDINO",7,"""Diag Indirect Labor """,40,"ACTIVE",1,1,1,"FEMALE",0,"White",1,37,9.91666666666667,5,"""Eastern Kentucky University""",1992,95.2296157277185,110.786281520668,105.507477117064,111.207948167209,109.983869158535,3,5,3.125,2.9,3.0125,4.28571428571429,2,2.66666666666667,3.5,2.66666666666667,1,1.6,4.5,2.36666666666667,1,3.5,4.33,5,1.25,3.8,3.4,3.8,5,3.5,4.25,1.75,-1.073,1,1.375,4,3.25,3.625,3.4,4.5,4,3.75,3.88,5,2,4,5,4.5,5,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",21,"LEXINGTON",2,"NANDINO",7,"""AS Dist Indirect""",39,"ACTIVE",1,1,0,"MALE",1,"White",1,31,10.0833333333333,2,"""na""",NA,61.2766233171423,86.2034531108678,79.2436956150646,110.249572761372,76.8309759556289,4.33,4.67,3.5,2.6,3.05,3.57142857142857,1,2.83333333333333,2.5,2.66666666666667,1,1.2,1.5,1.23333333333333,1,3,4.33,5,2.875,2.6,3.2,2.8,4.75,4.5,4.625,4.75,1.927,2.8,3.775,4.16666666666667,2.91666666666667,3.54166666666667,4.1,3.7,2,2.5,2.25,1,1,5,5,5,1,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",24,"LEXINGTON",2,"NANDINO",7,"""Sales & Marketing """,29,"ACTIVE",1,1,0,"MALE",1,"White",1,30,1.33333333333333,5,"""University of Kentucky""",2000,97.4931485550903,89.9738255663586,98.519865524789,79.3898846934214,87.5073313938528,3,4,2,2.9,2.45,3,5,3.66666666666667,2.25,3.33333333333333,3,3,3,3,2,5,5,4,1.125,4,3.4,4,3.75,3.25,3.5,1,-1.823,1,1,3.5,1.83333333333333,2.66666666666667,3.5,3.6,3.75,4,3.88,4,2,4,4,4,4,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",30,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"FEMALE",0,"White",1,51,10.3333333333333,2,"""na""",NA,108.984930601747,111.389541113547,114.663657824183,111.207948167209,118.482810000805,2.67,4,3.875,4.1,3.9875,3.85714285714286,3,3.33333333333333,3.5,3.33333333333333,3,3.4,4.5,3.63333333333333,3.5,4,3.67,4.25,1.125,4,4,3.8,3.5,3.25,3.375,1,-1.823,1,1,2.75,3.25,3,5,4.5,4.25,3.75,4,5,1,4,5,4.5,4,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",37,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"FEMALE",0,"White",1,28,2.58333333333333,5,"""University of Kentucky""",2003,111.248463429119,100.078423747074,114.663657824183,98.3657177289938,109.421955714418,4.33,2.67,3,2,2.5,4.85714285714286,2,3.16666666666667,3.25,3.33333333333333,1,1.8,4,2.26666666666667,1,5,5,5,2.625,4.8,4,4.8,4.75,5,4.875,1,-1.823,1,1,3.83333333333333,2.5,3.16666666666667,4.88888888888889,4.5,2.5,3,2.75,4,2,5,5,5,4,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",40,"LEXINGTON",2,"NANDINO",7,"""Sales Ethical""",44,"ACTIVE",1,1,1,"MALE",1,"White",1,40,13.8333333333333,6,"""University of Kentucky""",1993,94.0107903591337,124.661252156875,96.351296409945,111.207948167209,113.285110642722,2.33,5,3.625,4.3,3.9625,5,4,4.66666666666667,4,4.33333333333333,4,3.6,5,4.2,4,5,5,5,1,5,4.8,4.8,4.25,5,4.625,3,0.177,2.4,2.7,3.41666666666667,1.91666666666667,2.66666666666667,4.5,4.6,4,4.75,4.38,5,1,5,5,5,4,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",41,"LEXINGTON",2,"NANDINO",7,"""Sales Ethical""",44,"ACTIVE",1,1,0,"FEMALE",0,"White",1,25,2.16666666666667,5,"""University of Kentucky""",2005,92.4437291709533,76.0988549301522,85.2674987118535,99.3240931348307,82.4501103967994,4.67,3,2,2.8,2.4,3.28571428571429,5,2.5,2.5,2,2,1.6,4,2.53333333333333,1.5,2.5,4.67,4.75,3,2.8,3.4,3.6,4.25,3.25,3.75,4.25,1.427,2.2,3.225,1.91666666666667,3.16666666666667,2.54166666666667,3.8,4.5,4.25,4,4.13,5,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",50,"LEXINGTON",2,"NANDINO",7,"""Sales & Marketing """,29,"ACTIVE",1,1,0,"FEMALE",0,"White",1,27,1.58333333333333,5,"""Georgetown College""",2003,80.9519471242968,89.3705659734801,105.507477117064,98.3657177289938,89.5442676287771,2.67,4,3.75,3.6,3.675,4,4,3.5,2.5,3.66666666666667,4,2.6,4,3.53333333333333,2,3.5,4,4.5,1.5,3,3.8,3.4,3.75,4,3.875,3.25,0.427,2.2,2.725,3.33333333333333,2.75,3.04166666666667,4.6,4.6,4,4,4,5,1,4,5,4.5,4,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",52,"LEXINGTON",2,"NANDINO",7,"""Sales Ideal OTC""",46,"ACTIVE",1,1,1,"FEMALE",0,"White",1,28,6,5,"""University of Kentucky""",2001,120.650830558201,124.661252156875,114.663657824183,110.249572761372,129.018687078,3.33,4,2.5,2,2.25,3.14285714285714,4,2.16666666666667,2,1.66666666666667,2,3,2,2.33333333333333,1.5,4,4,4,1.25,3.4,3.6,3.6,4.25,4,4.125,4,1.177,2,3,2.91666666666667,3,2.95833333333333,3.4,3.8,3.5,3.5,3.5,4,1,4,5,4.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",56,"LEXINGTON",2,"NANDINO",7,"""Accounting""",1,"ACTIVE",1,1,0,"MALE",1,"White",1,26,1.16666666666667,5,"""University of Kentucky""",2006,99.756681382462,91.1803447521157,78.2798871195784,110.249572761372,94.3907710842867,3.67,4,2.875,2.7,2.7875,3.42857142857143,3,3.33333333333333,3.25,3.66666666666667,4,2.6,4,3.53333333333333,2,4.75,4.33,4.25,1.625,4.6,3.6,4.8,4,4.25,4.125,4,1.177,2.2,3.1,2.91666666666667,2.91666666666667,2.91666666666667,3.6,3.6,4,3.75,3.88,4,2,4,4,4,4,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",59,"LEXINGTON",2,"NANDINO",7,"""R&D""",28,"ACTIVE",1,1,0,"MALE",1,"White",1,31,4.25,5,"""Transylvania University""",2000,108.984930601747,91.1803447521157,76.1113180047344,107.949471787364,96.6384248607549,2.67,4,3,2.4,2.7,3.85714285714286,5,2.83333333333333,3.25,2.66666666666667,4,2.4,4,3.46666666666667,3,4.75,4,4,2.5,5,4,5,3.5,4,3.75,2,-0.823,2.6,2.3,3.5,2.5,3,2.7,3.2,4,3,3.5,4,1,4,5,4.5,4,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",60,"LEXINGTON",2,"NANDINO",7,"""Sales Ideal OTC""",46,"ACTIVE",1,1,0,"FEMALE",0,"White",1,25,1.41666666666667,6,"""Lincoln Memorial University""",2006,111.248463429119,99.4751641541957,114.663657824183,93.5738406998088,107.385019479493,4.67,4.33,1.125,2.4,1.7625,2.14285714285714,4,2.5,1,1,1,3.2,4,2.73333333333333,1,2.25,4.67,4.5,1.75,2.6,2.6,3,4.25,3.5,3.875,2.75,-0.073,1,1.875,3,3.33333333333333,3.16666666666667,4.4,4.1,5,3.5,4.25,4,1,4,4,4,4,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",70,"LEXINGTON",2,"CREATIVEDR",8,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"MALE",1,"White",1,27,0.833333333333333,2,"""na""",NA,80.7778292144989,103.245536609687,114.663657824183,76.7064335570778,90.6680945170112,4.67,2.67,3.375,2.2,2.7875,3,2,2,2.75,3,2,1.4,3,2.13333333333333,2.5,3,2.67,4.25,3.875,2,2.6,2.6,3.25,3.25,3.25,3.5,0.677,2,2.75,2.66666666666667,3.16666666666667,2.91666666666667,2.8,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",75,"LEXINGTON",2,"NANDINO",7,"""R&D""",28,"ACTIVE",1,1,1,"MALE",1,"White",1,35,11.0833333333333,5,"""Centre College""",1994,83.0413620418707,111.389541113547,105.507477117064,111.207948167209,105.348083244569,2.33,4,3.125,3.1,3.1125,3.71428571428571,4,3.66666666666667,3,3.33333333333333,2,2.4,4,2.8,2,3.5,4,4.25,1.25,4,3.6,4,4.25,4.25,4.25,4,1.177,3.2,3.6,4.25,2.83333333333333,3.54166666666667,4.5,4,3.75,3.75,3.75,4,2,5,5,5,4,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",77,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,0,"FEMALE",0,"White",1,55,2.16666666666667,2,"""na""",NA,111.248463429119,NA,96.351296409945,110.249572761372,95.5145979725208,1.33,4.33,4.375,4.3,4.3375,3.71428571428571,2,3.66666666666667,3.5,3,3,2.4,4,3.13333333333333,2.5,3,4.33,4.5,1.125,3,4.2,3,20.3333333333333,3.5,11.9166666666667,1.5,-1.323,1.6,1.55,3.66666666666667,4.16666666666667,3.91666666666667,4.9,3.6,4,3.25,3.63,5,1,3,3,3,4,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",78,"LEXINGTON",2,"NANDINO",7,"""Sales Ethical""",44,"ACTIVE",1,1,0,"FEMALE",0,"White",1,27,0.5,5,"""Murray State University""",2002,108.984930601747,116.517247653014,105.507477117064,93.5738406998088,111.739848671401,3.67,3,3.25,2.5,2.875,1.85714285714286,3,2.83333333333333,1.75,2.33333333333333,1,1.6,3.5,2.03333333333333,1,4.25,3.67,4.75,1.25,4.6,3.4,4.6,4.25,3.5,3.875,4.5,1.677,1,2.75,3.25,2.75,3,4.6,3.8,4,4,4,4,2,4,4,4,4,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",80,"LEXINGTON",2,"NANDINO",7,"""Sales Life Sciences""",48,"ACTIVE",1,1,1,"FEMALE",0,"White",1,37,15,5,"""Butter Unic""",1992,91.747257531762,99.324349255976,105.507477117064,77.0897837194126,90.7383336975259,3.33,4,3,3.2,3.1,4,5,4,3.75,3.33333333333333,3,3,3,3,3,4.25,4,4.25,1.625,3,3.6,4.4,4.25,4,4.125,4,1.177,2.8,3.4,3.08333333333333,2.58333333333333,2.83333333333333,4,3.7,4,4.25,4.13,5,2,4,5,4.5,4,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",82,"LEXINGTON",2,"NANDINO",7,"""General Admin""",20,"ACTIVE",1,1,0,"FEMALE",0,"White",1,56,10.4166666666667,2,"""na""",NA,109.681402240938,124.661252156875,105.507477117064,111.207948167209,122.275725748595,1.67,5,4,4.4,4.2,4,4,4.33333333333333,3.25,3.66666666666667,3,2.2,2,2.4,4,4,4,4,1,3.6,3.6,4,4,4,4,2,-0.823,2,2,4.5,2.09090909090909,3.29545454545455,4.8,4.9,5,4,4.5,5,1,3,4,3.5,4,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",83,"LEXINGTON",2,"NANDINO",7,"""Sales Racing""",49,"ACTIVE",1,1,0,"MALE",1,"White",1,60,7.91666666666667,5,"""Lincoln Memorial University""",1969,98.1896201942816,113.953394383281,114.663657824183,99.3240931348307,110.96721768574,2.33,4.67,3.25,3.3,3.275,3.14285714285714,3,3.66666666666667,3.25,3,2,2.2,4,2.73333333333333,2,3.5,4,4,1,3.8,3.6,3.8,4,4,4,2,-0.823,2.2,2.1,3.5,1.75,2.625,4.3,3.4,3.75,3.5,3.63,3,2,4,4,4,3,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",84,"LEXINGTON",2,"NANDINO",7,"""AS Dist Indirect""",39,"ACTIVE",1,1,1,"MALE",1,"White",1,50,11.5833333333333,2,"""na""",NA,120.650830558201,116.517247653014,93.4598709234863,93.5738406998088,112.933914740149,1.67,4.67,3.5,3.9,3.7,4.28571428571429,3,4.33333333333333,4,4,4,3.8,4,3.93333333333333,2.5,5,4,4.5,1,4.6,2.4,4.8,3,4,3.5,3.5,0.677,1.8,2.65,4.08333333333333,2.33333333333333,3.20833333333333,3,4.4,4.75,4.75,4.75,5,1,5,5,5,4,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",87,"LEXINGTON",2,"NANDINO",7,"""AS Dist Indirect""",39,"ACTIVE",1,1,0,"MALE",1,"White",1,35,0.5,5,"""Georgetown College""",1994,99.756681382462,89.9738255663586,114.663657824183,98.3657177289938,100.080144705972,2.67,4.33,3.125,3.7,3.4125,3.85714285714286,4,3.66666666666667,3.75,2.66666666666667,4,4,4,4,4,4,4,4,1,3.8,3.8,4,3.5,4,3.75,3,0.177,3,3,3.66666666666667,1.16666666666667,2.41666666666667,4.2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",90,"LEXINGTON",2,"NANDINO",7,"""Diag Direct Labor """,12,"ACTIVE",1,1,1,"FEMALE",0,"White",1,44,14.9166666666667,3,"""na""",NA,103.413157488216,76.7021145230307,114.663657824183,107.949471787364,98.8860786372231,3,4,3.5,3,3.25,3.42857142857143,2,3.16666666666667,3,3.66666666666667,3,2.2,4,3.06666666666667,3,3.5,4,4,1.375,3.8,3.6,3.8,3,3.75,3.375,2,-0.823,2,2,3.08333333333333,2.66666666666667,2.875,3.9,3.3,3.75,3.5,3.63,3,1,3,4,3.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",100,"LEXINGTON",2,"NANDINO",7,"""Sales Ideal OTC""",46,"ACTIVE",1,1,0,"FEMALE",0,"White",1,27,1.16666666666667,5,"""University of Kentucky""",2003,99.756681382462,98.1178300702189,94.4236794189726,107.949471787364,101.484928316264,2.67,4,3,3.14285714285714,3.07142857142857,3,1,2.6,2.5,1.66666666666667,2,3.6,2.5,2.7,2.5,5,4.33,4,1.125,4.4,4,4.6,3.33333333333333,4,3.66666666666667,2.5,-0.323,2,2.25,3.33333333333333,2.83333333333333,3.08333333333333,3.9,3.9,3.75,4,3.88,4,2,4,4,4,5,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",109,"LEXINGTON",2,"NANDINO",7,"""R&D Vet""",43,"ACTIVE",1,1,1,"MALE",1,"White",1,49,1,7,"""Texas A&M University""",1984,120.650830558201,124.661252156875,114.663657824183,111.207948167209,129.369882980573,2.33,3.33,3,1.7,2.35,3.14285714285714,4,2,4,3.66666666666667,2,3.4,4.5,3.3,4,4,5,5,1,5,4.8,4.6,4.25,4.25,4.25,4.75,1.927,1.2,2.975,3.18181818181818,3.08333333333333,3.13257575757576,2.3,3.3,5,4,4.5,4,1,3,4,3.5,4,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
